,Y,training,Y_Z,LTV,LTV_Z,LTV_LR,LTV_1,LTV_0,segment
0,0.3019844788,1,0.560674228956316,0.2140780963,-1.4280096650475806,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
1,0.2199158951,1,0.46629340488336046,0.2140780963,-1.4280096650475806,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
2,0.2977130771,1,0.5572212443874598,0.2140780963,-1.4280096650475806,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
3,0.2460111012,1,0.49836802980301076,0.2140780963,-1.4280096650475806,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
4,0.1971873924,1,0.4379401168679469,0.2140780963,-1.4280096650475806,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
5,0.0193344072,1,-0.1442408422982273,0.2261305114,-1.3754883840811127,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
6,0.0120648822,1,-0.25172080643930456,0.2808281353,-1.1835982883460894,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
7,0.2122231914,1,0.4575303866621776,0.2747838696,-1.211486219801007,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
8,0.0577209205,1,0.17015772695649561,0.2945576576,-1.1521836261977374,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
9,0.10758619960000003,1,0.29773254024200513,0.2945576576,-1.1521836261977374,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
10,0.0172923027,0,-0.17615417587652482,0.2451715172,-1.2978842960485184,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
11,0.0225993359,1,-0.0996025634601422,0.2883173632,-1.1669993758356183,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
12,0.0352302428,0,0.038406337927021465,0.2883173632,-1.1669993758356183,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
13,0.010890196699999998,0,-0.2761878735904169,0.2821470804,-1.1805560824449162,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
14,0.0107882207,1,-0.2782340754778685,0.2591797162,-1.2568413090328563,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
15,0.2411344278,1,0.4939140947183181,0.2777940384,-1.1927913043926583,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
16,0.0055269935,1,-0.402450229255643,0.2442486803,-1.3014043175610808,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
17,1.0,1,1.894713255694383,0.2733279755,-1.2178128194418472,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
18,0.0345118376,1,0.029540371263712405,0.2761435747,-1.2052077428129921,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
19,0.0255283483,1,-0.06107917914082042,0.2588371305,-1.2601809210468953,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
20,0.0028659362,1,-0.4695887539546484,0.2246772689,-1.379394727870437,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
21,0.9722230187,1,1.4477655179152107,0.2916543246,-1.1595596846195582,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
22,0.008330056,1,-0.3308340560474727,0.229412556,-1.3619787654808875,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
23,0.0926556683,1,0.2741428274337131,0.229412556,-1.3619787654808875,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
24,0.0065834153,1,-0.3695676821616142,0.275849627,-1.2083410273159614,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
25,0.0219957142,1,-0.10950191991296765,0.2622451351,-1.2535156560485614,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
26,0.0595469355,1,0.17815438991700608,0.2694430756,-1.233846499283237,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
27,0.0136674831,1,-0.22235478613585205,0.2651304472,-1.2403496178669178,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
28,0.0191443724,1,-0.1482213198691217,0.2786174088,-1.1866514880927763,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
29,0.0014853482,1,-0.5174094204710327,0.2844894355,-1.174504226349347,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
30,0.1038995498,1,0.2895092880877296,0.2822373372,-1.177524763546204,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
31,0.0557177562,1,0.16017711604609422,0.2212393531,-1.3912419110329124,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
32,0.006743205699999999,1,-0.366407166956518,0.2342088128,-1.3338375826035929,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
33,0.0198912871,1,-0.13827438810840467,0.2866185549,-1.1714943670661548,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
34,0.0017569304,1,-0.5039493980157416,0.2196067202,-1.4032876472605165,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
35,0.007276844399999999,1,-0.3538012668226553,0.2779697793,-1.189715790101268,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
36,0.0444892622,0,0.10059204398944877,0.2229658581,-1.3833222347312208,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
37,0.0272495262,0,-0.04530414186917093,0.241654782,-1.312062359765533,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
38,0.1226717063,0,0.3277159097491089,0.25424222890000003,-1.271981755462543,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
39,1.0,0,1.894713255694383,0.25424222890000003,-1.271981755462543,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
40,0.0147876664,1,-0.21428851485844677,0.2573824333,-1.263534647329896,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
41,0.0015093022,1,-0.5162841984322909,0.233219929,-1.337528791940835,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
42,0.0330109038,1,0.009845517561027313,0.2478066694,-1.2926342208613701,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
43,0.0150550739,1,-0.21026063443838125,0.2478066694,-1.2926342208613701,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
44,0.0643319973,1,0.19217633179184615,0.2697566929,-1.2306144204809613,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
45,0.0026353467,0,-0.4761948260235909,0.2499837838,-1.2856890643253867,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
46,0.0019087856,1,-0.49836802980301076,0.2499837838,-1.2856890643253867,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
47,0.0346249296,0,0.03151036088463351,0.226429081,-1.369667925511928,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
48,0.0266246557,1,-0.05417596148691365,0.226429081,-1.369667925511928,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
49,0.0079514501,0,-0.3381223170826421,0.2762899782,-1.2020862459326858,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
50,0.0233151487,0,-0.08773612080804573,0.25028882280000003,-1.2805206124667374,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
51,0.8029858227,1,1.2019589866783364,0.2669145245,-1.2370915189151324,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
52,0.5244566762,1,0.8404994019510981,0.25680898620000003,-1.2669026457341155,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
53,0.0,1,-1.045573365050051,0.2630091792,-1.2469056189299832,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
54,0.8653709162000001,1,1.2673574858840548,0.2224158939,-1.3872711964672515,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
55,0.8424837734999999,1,1.2308425034399384,0.2920169602,-1.1566017090044303,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
56,0.4163406197,1,0.6950268234282586,0.2312193038,-1.3524791381057748,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
57,0.4961301868,1,0.8141591047203641,0.289582085,-1.1625278408924933,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
58,0.14428631279999998,0,0.3653544762532963,0.2300334005,-1.3562643076460077,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
59,0.0564691274,0,0.16416739028469277,0.265120834,-1.2436209368667637,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
60,0.6910272701000001,0,1.1007319090896173,0.2196440594,-1.3992498222885845,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
61,0.06490303900000001,0,0.1961894298878081,0.2393645788,-1.315648359706791,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
62,0.2087736793,1,0.45098113973619064,0.2428795494,-1.3049405384786743,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
63,0.0,1,-1.045573365050051,0.2513317566,-1.2770938926618167,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
64,0.3724297403,1,0.6469338080842726,0.2319198652,-1.3449663879725458,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
65,0.004689018400000001,0,-0.42174263241238413,0.2316780488,-1.3487132476358574,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
66,0.0195210765,1,-0.14324608235604475,0.2380087061,-1.319251358375888,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
67,0.1747220489,1,0.4045863167266624,0.276316718,-1.1989764181275424,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
68,0.13293160240000002,0,0.34647383347765265,0.2724272598,-1.220994476720509,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
69,0.114453858,1,0.3121721948726664,0.2195507594,-1.4073484820119915,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
70,0.9913774261,0,1.4942361611986938,0.2420605773,-1.3084931532238757,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
71,0.2864005968,1,0.5423340921345803,0.2350196165,-1.330164457897037,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
72,0.2340716236,1,0.4839282881881433,0.271832671,-1.2273951462080275,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
73,0.0044003629,1,-0.4292874328783651,0.2769636444,-1.195878142625209,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
74,0.0047701933,1,-0.41851650618733727,0.2625006141,-1.250203809409637,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
75,0.3086347779,1,0.5687573575509594,0.2364471115,-1.322871564919826,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
76,0.1475163766,0,0.3706220065482248,0.2356403598,-1.3265091924010173,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
77,0.0763864309,1,0.23144669471053764,0.221197797,-1.395234682709603,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
78,0.0047656311,1,-0.41959139602498896,0.2187854082,-1.411432658029384,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
79,0.3948691632,1,0.6714029519793668,0.2183326873,-1.4155405141103292,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
80,0.1327545116,1,0.34438371052723155,0.233105296,-1.341238315663145,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
81,0.0334383096,1,0.01772257300600636,0.2746337086,-1.2146434424771724,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
82,0.9351712026,1,1.385989216152445,0.2723409309,-1.2241885423075225,-1.480514709993591,3.490428515390098,3.490428515390098,4.0
83,0.0013353328,1,-0.523045406932098,0.1558992221,-1.6439765317756017,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
84,0.0079950511,1,-0.33708004570146227,0.17628720690000002,-1.546818321520973,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
85,0.0230477082,1,-0.08971295841000256,0.17844145530000002,-1.5368866789339588,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
86,0.043181600300000005,1,0.09169014666258529,0.1682649014,-1.5935179020844017,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
87,0.01068781,1,-0.28130556693561876,0.1885823619,-1.5126992697150135,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
88,0.021455725,1,-0.11544662657653382,0.1644750426,-1.6043811913505936,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
89,0.0041541869,1,-0.43469155163736267,0.1685867532,-1.5854921616631463,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
90,0.0426735693,1,0.08872449626835162,0.1685867532,-1.5854921616631463,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
91,0.0086491938,1,-0.3235633264722409,0.1772991611,-1.5418334899661823,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
92,0.0443633353,1,0.09861318043930228,0.1806785339,-1.527104358304837,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
93,0.0134578711,0,-0.22437359598845563,0.1573625391,-1.6352743362123827,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
94,0.0131894789,0,-0.23043555110347563,0.1573625391,-1.6352743362123827,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
95,0.0011739808,1,-0.5320977617714207,0.1652449272,-1.5989259604728694,-1.7886015145208363,3.490428515390098,3.490428515390098,4.0
