,Unnamed: 0,Y,training,Y_Z,LTV,LTV_Z,LTV_LR,LTV_1,LTV_0,segment,mu,p0,p1,LGD_hat,deciles
0,0,0.3019844788,1,0.560674228956316,0.2140780963,-1.4280096650475806,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
1,1,0.2199158951,1,0.4662934048833605,0.2140780963,-1.4280096650475806,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
2,2,0.2977130771,1,0.5572212443874598,0.2140780963,-1.4280096650475806,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
3,3,0.2460111012,1,0.4983680298030108,0.2140780963,-1.4280096650475806,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
4,4,0.1971873924,1,0.4379401168679469,0.2140780963,-1.4280096650475806,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
5,5,0.0193344072,1,-0.1442408422982273,0.2261305114,-1.3754883840811127,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
6,6,0.0120648822,1,-0.25172080643930456,0.2808281353,-1.1835982883460894,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
7,7,0.2122231914,1,0.4575303866621776,0.2747838696,-1.211486219801007,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
8,8,0.057720920499999995,1,0.1701577269564956,0.2945576576,-1.1521836261977374,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
9,9,0.10758619960000004,1,0.29773254024200513,0.2945576576,-1.1521836261977374,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
10,10,0.0172923027,0,-0.17615417587652482,0.2451715172,-1.2978842960485184,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
11,11,0.0225993359,1,-0.0996025634601422,0.2883173632,-1.1669993758356183,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
12,12,0.0352302428,0,0.038406337927021465,0.2883173632,-1.1669993758356183,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
13,13,0.010890196699999998,0,-0.2761878735904169,0.28214708039999997,-1.1805560824449162,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
14,14,0.0107882207,1,-0.2782340754778685,0.2591797162,-1.2568413090328563,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
15,15,0.24113442780000002,1,0.4939140947183181,0.2777940384,-1.1927913043926583,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
16,16,0.0055269935,1,-0.40245022925564294,0.24424868030000002,-1.3014043175610808,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
17,17,1.0,1,1.894713255694383,0.2733279755,-1.2178128194418472,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
18,18,0.0345118376,1,0.029540371263712405,0.2761435747,-1.205207742812992,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
19,19,0.0255283483,1,-0.06107917914082042,0.2588371305,-1.2601809210468953,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
20,20,0.0028659362,1,-0.4695887539546484,0.2246772689,-1.3793947278704368,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
21,21,0.9722230187,1,1.447765517915211,0.2916543246,-1.1595596846195582,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
22,22,0.008330056,1,-0.3308340560474727,0.22941255600000002,-1.3619787654808877,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
23,23,0.09265566830000001,1,0.2741428274337131,0.22941255600000002,-1.3619787654808877,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
24,24,0.0065834153,1,-0.3695676821616142,0.275849627,-1.2083410273159614,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
25,25,0.0219957142,1,-0.10950191991296764,0.2622451351,-1.2535156560485614,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
26,26,0.059546935499999995,1,0.17815438991700608,0.26944307559999997,-1.233846499283237,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
27,27,0.0136674831,1,-0.22235478613585205,0.2651304472,-1.2403496178669178,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
28,28,0.019144372399999998,1,-0.1482213198691217,0.27861740879999997,-1.1866514880927763,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
29,29,0.0014853482000000001,1,-0.5174094204710327,0.2844894355,-1.174504226349347,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
30,30,0.1038995498,1,0.2895092880877296,0.2822373372,-1.177524763546204,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
31,31,0.0557177562,1,0.16017711604609422,0.22123935309999998,-1.3912419110329124,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
32,32,0.006743205699999999,1,-0.3664071669565179,0.2342088128,-1.3338375826035929,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
33,33,0.0198912871,1,-0.13827438810840467,0.2866185549,-1.1714943670661548,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
34,34,0.0017569304,1,-0.5039493980157416,0.2196067202,-1.4032876472605165,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
35,35,0.007276844399999999,1,-0.3538012668226553,0.2779697793,-1.189715790101268,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
36,36,0.0444892622,0,0.10059204398944877,0.2229658581,-1.3833222347312208,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
37,37,0.027249526200000002,0,-0.04530414186917093,0.24165478199999998,-1.312062359765533,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
38,38,0.1226717063,0,0.3277159097491089,0.25424222890000003,-1.271981755462543,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
39,39,1.0,0,1.894713255694383,0.25424222890000003,-1.271981755462543,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
40,40,0.0147876664,1,-0.2142885148584468,0.2573824333,-1.2635346473298958,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
41,41,0.0015093022,1,-0.5162841984322909,0.233219929,-1.337528791940835,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
42,42,0.0330109038,1,0.009845517561027313,0.2478066694,-1.29263422086137,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
43,43,0.015055073899999999,1,-0.21026063443838125,0.2478066694,-1.29263422086137,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
44,44,0.0643319973,1,0.19217633179184612,0.2697566929,-1.2306144204809613,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
45,45,0.0026353467,0,-0.4761948260235909,0.2499837838,-1.2856890643253869,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
46,46,0.0019087856,1,-0.4983680298030108,0.2499837838,-1.2856890643253869,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
47,47,0.0346249296,0,0.03151036088463351,0.226429081,-1.369667925511928,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
48,48,0.0266246557,1,-0.05417596148691365,0.226429081,-1.369667925511928,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
49,49,0.0079514501,0,-0.3381223170826421,0.2762899782,-1.2020862459326858,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
50,50,0.0233151487,0,-0.08773612080804573,0.25028882280000003,-1.2805206124667374,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
51,51,0.8029858227,1,1.2019589866783364,0.26691452449999997,-1.2370915189151324,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
52,52,0.5244566762,1,0.8404994019510981,0.25680898620000003,-1.2669026457341157,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
53,53,0.0,1,-1.045573365050051,0.2630091792,-1.2469056189299832,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
54,54,0.8653709162000001,1,1.2673574858840548,0.2224158939,-1.3872711964672515,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
55,55,0.8424837734999999,1,1.2308425034399384,0.2920169602,-1.1566017090044305,-1.4805147099935907,3.4904285153900982,3.4904285153900982,4.0,0.20930123564048939,0.02480222779243824,0.02423715035486022,0.22340020192020865,0.2
